**
**Created: 12/17/2021 8:43:04 PM
**
**Fiber DEM
**Program written by Scott Stapleton
**at Institut für Textiltechnik der RWTH Aachen University
**
**-----------------------------------------
**
*GeneralOutput
**ImplicitNumericalTangent1stLSAnalysis, Load Steps = 50, Max NewtonRaphson Iterations = 40, Max NewtonRaphson Error = 1E-05, Strain = 0, 0.015, 0, 0, 0, 0
**00:01:00.3530003
**
**Iteration, E11, E22, E33, E12, E13, E23, S11, S22, S33, S12, S13, S23
0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0.0003,0,0,0,0,0,2.144043778483676,0.4044929997254821,0,0,-7.137836153673744E-15
2,0,0.0006,0,0,0,0,0,4.287518375628949,0.8086003745734155,0,0,-2.148748650418762E-14
3,0,0.0009,0,0,0,0,0,6.430424296182618,1.212322692259957,0,0,3.2080317704106775E-14
4,0,0.0012,0,0,0,0,0,8.572762044131082,1.615660519331783,0,0,1.782247459518784E-14
5,0,0.0014999999999999998,0,0,0,0,0,10.714532122703934,2.0186144211680537,0,0,-5.160156183184779E-14
6,0,0.0017999999999999997,0,0,0,0,0,12.854864384830663,2.4211849619804373,0,0,2.5384271509954382E-14
7,0,0.0021,0,0,0,0,0,14.974032516234681,2.823364994392083,0,0,-4.117191638570656E-05
8,0,0.0024,0,0,0,0,0,17.070447347844915,3.225070747031201,0,0,-0.00047335332224996134
9,0,0.0026999999999999997,0,0,0,0,0,19.14078456135198,3.6249346103911173,0,0,-0.0017648235648604145
10,0,0.0029999999999999996,0,0,0,0,0,21.16256845461346,4.020247125208472,0,0,-0.0021731920543056394
11,0,0.0032999999999999995,0,0,0,0,0,23.160485084025545,4.411423860900793,0,0,-0.0008629284585837846
12,0,0.0035999999999999995,0,0,0,0,0,25.093577095347197,4.79310605886223,0,0,-0.0009193478611990246
13,0,0.0038999999999999994,0,0,0,0,0,27.14090973714837,5.170470556373679,0,0,-0.0012881558195508428
14,0,0.0042,0,0,0,0,0,29.150088765873893,5.549753984029744,0,0,-0.0016009591395546776
15,0,0.0045,0,0,0,0,0,31.50071736010396,5.927990738215594,0,0,-0.0021459139995116143
16,0,0.0048,0,0,0,0,0,33.94252258075864,6.369594528343125,0,0,0.007147441037573971
17,0,0.0050999999999999995,0,0,0,0,0,36.2435427994994,6.80342532744942,0,0,-0.001598533747478026
18,0,0.005399999999999999,0,0,0,0,0,38.40854129887479,7.204709994834831,0,0,0.0008452180530611787
19,0,0.005699999999999999,0,0,0,0,0,40.51822401564476,7.598185203807479,0,0,-0.00040315530864186655
20,0,0.005999999999999999,0,0,0,0,0,42.27668745848103,7.976599811872188,0,0,-0.03866215481141126
21,0,0.006299999999999999,0,0,0,0,0,28.150995379079077,6.082156329213118,0,0,0.26496765107469433
22,0,0.006599999999999999,0,0,0,0,0,28.39983779543095,6.099066703461629,0,0,-1.6615135061776734E-08
23,0,0.006899999999999999,0,0,0,0,0,47.303201007398485,9.000268103531981,0,0,0.02896645742980091
24,0,0.007199999999999999,0,0,0,0,0,41.07534834599237,8.450261170561696,0,0,-0.15422009425222702
25,0,0.007499999999999999,0,0,0,0,0,24.239378489929553,5.883445296650834,0,0,0.6113047897382982
26,0,0.007799999999999999,0,0,0,0,0,25.075381472156216,5.982391865714695,0,0,-3.950058612681516E-07
27,0,0.0081,0,0,0,0,0,24.59058283274755,6.197418589001516,0,0,-0.5176688253453915
28,0,0.0084,0,0,0,0,0,14.35130139489451,4.145504195411093,0,0,-0.3348640801972314
29,0,0.0087,0,0,0,0,0,20.66921721336683,5.461107443640616,0,0,-0.5054031719398058
30,0,0.009,0,0,0,0,0,5.700211713227886,2.6964490367928358,0,0,0.08209782934292391
31,0,0.0093,0,0,0,0,0,6.702975323003855,2.241911114280697,0,0,3.6899709363639217
32,0,0.0096,0,0,0,0,0,6.718060617958935,2.2646666580961488,0,0,3.7086346366729583
33,0,0.009899999999999999,0,0,0,0,0,6.6835120298697746,2.2748590305498664,0,0,3.703773449015121
34,0,0.010199999999999999,0,0,0,0,0,6.618586135593328,2.275398856802847,0,0,3.6826441242446175
35,0,0.010499999999999999,0,0,0,0,0,6.520101894333403,2.2649650326666233,0,0,3.6432646127555706
36,0,0.010799999999999999,0,0,0,0,0,6.390796596755398,2.243419443505599,0,0,3.5863111612898937
37,0,0.011099999999999999,0,0,0,0,0,6.2312723161379715,2.2102203085231524,0,0,3.511488867282471
38,0,0.011399999999999999,0,0,0,0,0,6.089153320620334,2.1760683547828568,0,0,3.436693606599588
39,0,0.011699999999999999,0,0,0,0,0,0.6913792393850938,0.5604902281804387,0,0,0.7246330394446481
40,0,0.011999999999999999,0,0,0,0,0,8.468292554128057,2.722135848355314,0,0,4.5490392518798375
41,0,0.012299999999999998,0,0,0,0,0,0.5100157849423362,0.4116645115894566,0,0,0.5345481876924951
42,0,0.012599999999999998,0,0,0,0,0,5.630617037387714,1.7921847887656015,0,0,2.997956783872291
43,0,0.012899999999999998,0,0,0,0,0,3.8560977975317394,1.310871346543861,0,0,2.120017839161218
44,0,0.013199999999999998,0,0,0,0,0,0.18514518790390647,0.14665163550861324,0,0,0.19189211237080617
45,0,0.013499999999999998,0,0,0,0,0,1.0499052397461561,0.32457949264120267,0,0,0.5402530881934975
46,0,0.013799999999999998,0,0,0,0,0,0.8875739814396841,0.2734092756273733,0,0,0.454952199300811
47,0,0.014099999999999998,0,0,0,0,0,0.7001728390536986,0.2151010366990116,0,0,0.357679717441662
48,0,0.014399999999999998,0,0,0,0,0,0.4918634813661139,0.15066864339847516,0,0,0.25034919027582925
49,0,0.014699999999999998,0,0,0,0,0,0.26037558969530367,0.07950890423740216,0,0,0.13200160700529007
50,0,0.014999999999999998,0,0,0,0,0,-7.922431327600318E-15,-3.5092675857384194E-14,0,0,-1.739622393705613E-14
**
**-----------------------------------------
**
*END
